codigo_1,codigo_2,concepto,imeapu
,6080030.0,NC DEVOLUCION/NC_FACTURA CFR30,"-416,37"
,6080040.0,NC DEVOLUCION/NC_FACTURA CFR40,"0,00"
,6080060.0,NC DEVOLUCION/NC_FACTURA CFR60,"0,00"
,6000000.0,nan,"0,00"
6000121.0,6000124.0,COMPRAS MOSTRADOR,"0,00"
,,COMPRAS MOSTRADOR,
,,nan,
,,Otras Compras,
,,Variación de Existencias,
,6100000.0,VARIACION DE EXISTENCIAS MERCADERIAS,"0,00"
,6100001.0,nan,"0,00"
,6100002.0,nan,"0,00"
,6100003.0,EXISTENCIAS PROV LOCALES,"0,00"
6100006.0,6100004.0,nan,"0,00"
,6100010.0,VARIACION EXISTENCIAS SEC10,"0,00"
6100013.0,6100011.0,VARIACION EXISTENCIAS SEC11,"0,00"
,6100014.0,VARIACION EXISTENCIAS SEC14,"0,00"
,6100015.0,VARIACION EXISTENCIAS SEC15,"0,00"
,6100020.0,VARIACION EXISTENCIAS SEC20,"0,00"
,6100021.0,VARIACION EXISTENCIAS PESCADER,"0,00"
,6100022.0,VARIACION EXISTENCIAS SEC22,"0,00"
,6100023.0,VARIACION EXISTENCIAS SEC23,"0,00"
,6100024.0,VARIACION EXISTENCIAS CARNICER,"0,00"
,6100026.0,VARIACION EXISTENCIAS SNACK-BA,"0,00"
,6100030.0,VARIACION EXISTENCIAS SEC30,"0,00"
,6100040.0,VARIACION EXISTENCIAS SEC40,"0,00"
,6100060.0,VARIACION EXISTENCIAS SEC60,"0,00"
,,nan,
,,MARGEN CAJA,57201.44
,,DEMARCAS,
,,Demarca Controlada,
,6100210.0,VARIACION EXISTENCIAS DEMARCA CONTROLADA10,14.94
,6100211.0,VARIACION EXISTENCIAS DEMARCA CONTROLADA11,17.67
,6100214.0,VARIACION EXISTENCIAS DEMARCA CONTROLADA14,65.75
,6100215.0,VARIACION EXISTENCIAS DEMARCA CONTROLADA15,383.76
,6100220.0,VARIACION EXISTENCIAS DEMARCA CONTROLADA20,65.88
,6100221.0,VARIACION EXISTENCIAS DEMARCA CONTROLADA21,42.24
,6100222.0,VARIACION EXISTENCIAS DEMARCA CONTROLADA22,0.0
,6100223.0,VARIACION EXISTENCIAS DEMARCA CONTROLADA23,15.87
,6100224.0,VARIACION EXISTENCIAS DEMARCA CONTROLADA24,35.51
,6100226.0,VARIACION EXISTENCIAS DEMARCA CONTROLADA26,4.17
,6100230.0,VARIACION EXISTENCIAS DEMARCA CONTROLADA30,0.0
,6100240.0,VARIACION EXISTENCIAS DEMARCA CONTROLADA40,"0,00"
,6100260.0,VARIACION EXISTENCIAS DEMARCA CONTROLADA60,"0,00"
,6100200.0,nan,"0,00"
,,Demarca Incontrolada,
,6100110.0,VARIACION EXISTENCIAS DEMARCA INCONTROLADA10,69.37
,6100111.0,VARIACION EXISTENCIAS DEMARCA INCONTROLADA11,80.24
,6100114.0,VARIACION EXISTENCIAS DEMARCA INCONTROLADA14,178.84
,6100115.0,VARIACION EXISTENCIAS DEMARCA INCONTROLADA15,124.96
,6100120.0,VARIACION EXISTENCIAS DEMARCA INCONTROLADA20,64.27
,6100121.0,VARIACION EXISTENCIAS DEMARCA INCONTROLADA21,24.69
,6100122.0,VARIACION EXISTENCIAS DEMARCA INCONTROLADA22,166.23
,6100123.0,VARIACION EXISTENCIAS DEMARCA INCONTROLADA23,119.97
,6100124.0,VARIACION EXISTENCIAS DEMARCA INCONTROLADA24,63.13
,6100126.0,VARIACION EXISTENCIAS DEMARCA INCONTROLADA26,1.76
,6100130.0,VARIACION EXISTENCIAS DEMARCA INCONTROLADA30,0.0
,6100140.0,VARIACION EXISTENCIAS DEMARCA INCONTROLADA40,"0,00"
,6100160.0,VARIACION EXISTENCIAS DEMARCA INCONTROLADA60,"0,00"
,6100100.0,nan,"0,00"
,,Ajustes de Inventario,
,6100410.0,VARIACION EXISTENCIAS DEMARCA INCONTROLADA10,"0,00"
,6100411.0,VARIACION EXISTENCIAS DEMARCA INCONTROLADA11,"0,00"
6100413.0,6100414.0,VARIACION EXISTENCIAS DEMARCA INCONTROLADA14,"0,00"
,6100415.0,VARIACION EXISTENCIAS DEMARCA INCONTROLADA15,"0,00"
,6100420.0,VARIACION EXISTENCIAS DEMARCA INCONTROLADA20,"0,00"
,6100421.0,VARIACION EXISTENCIAS DEMARCA INCONTROLADA21,"0,00"
,6100422.0,VARIACION EXISTENCIAS DEMARCA INCONTROLADA22,"0,00"
,6100423.0,VARIACION EXISTENCIAS DEMARCA INCONTROLADA23,"0,00"
,6100424.0,VARIACION EXISTENCIAS DEMARCA INCONTROLADA24,"0,00"
,6100426.0,VARIACION EXISTENCIAS DEMARCA INCONTROLADA26,"0,00"
,6100430.0,VARIACION EXISTENCIAS DEMARCA INCONTROLADA30,"0,00"
6100400.0,6100440.0,VARIACION EXISTENCIAS DEMARCA INCONTROLADA40,"0,00"
6100600.0,6100460.0,VARIACION EXISTENCIAS DEMARCA INCONTROLADA60,"0,00"
,,MARGEN CAJA CON DEMARCAS,
,,TRANSPORTE DE VENTAS,
,6240001.0,Transporte de Ventas,"0,00"
,,Servicio a Domicilio,
,6079903.0,Transporte de Compras,"0,00"
,,OTROS COSTES DE VENTAS,
7590010.0,6020099.0,Material Consumible (envases retornables),"513,00"
,,Resto Coste de Ventas,
,,Provisiones Comerciales,
6590002.0,6590001.0,Diferencias Arqueo,"2,39"
,,Diferencias Cambio,
,,COTIZACIONES,
,6214000.0,CANON ENSEÑA,"2.130,12"
,6214002.0,CANON CLUB CARREFOUR,"150,00"
,6230004.0,CANON INFORMATICA,"570,12"
,6236024.0,CANON LOGISTICO,"2.575,38"
,,MARGEN PRODUCTO,
,6090009.0,INGRESOS EXPOSICION,"0,00"
,7590015.0,INGRESOS APERTURA,"0,00"
,,Rappel s/Compras,
,,RAPPEL SEC 10,
,,RAPPEL SEC 11,
,,RAPPEL SEC 14,
,,RAPPEL SEC 15,
,6090005.0,Rappel s/Compras,"0,00"
,,OTROS INGRESOS COMERCIALES,
,6090100.0,"0,25% Litigios no evidentes","224,33"
,6090101.0,"0,50% Objetivos tienda","2.809,50"
7590006.0,6090001.0,Protección de Stock,"1.007,35"
,6090103.0,1% Fidelidad,"-45,82"
,,MARGEN COMERCIAL,
,,INGRESOS DIVERSOS,
7520020.0,7520024.0,Ingresos por Subarriendo,"0,00"
,7590002.0,Ingresos Divesos Comerciales,"0,00"
,,Otros Ingresos Diversos,
,,BENEFICIO BRUTO,
,,GASTOS DE PERSONAL,
,6400000.0,Sueldos y Salarios,"0,00"
6420001.0,6420000.0,Seguridad Social,"0,00"
,7400001.0,Subvenciones SSocial/ ONCE,"0,00"
,6236001.0,Incentivos,"0,00"
,,Indemnizaciones,
7550001.0,6400001.0,nan,"0,00"
,6490000.0,nan,"0,00"
,,nan,
,,nan,
,,nan,
,,nan,
,,nan,
,,Otros Gastos Sociales/Bonificaciones,
,,GASTOS GENERALES,
,,IMPUESTOS Y TASAS,
,,IBI,
,,IAE,
,,TASAS,
6310000.0,6310001.0,OTROS IMPUESTOS,"0,00"
,6296101.0,EMBALAJES,"0,00"
,,MANTENIMIENTO Y LIMPIEZA,
,6220001.0,Mantenimiento General,"0,00"
,6220002.0,nan,"0,00"
,,nan,
,6220003.0,Pequeño Utillaje,"0,00"
,,Material de Limpieza,
,,Uniformes,
,,nan,
,,nan,
,,nan,
,,nan,
,,nan,
,,nan,
,,nan,
,,nan,
,,SUMINISTROS,
,6280002.0,AGUA,"0,00"
,6280001.0,ELECTRICIDAD,"0,00"
,,nan,
,,HONORARIOS,
,6230001.0,Servicios Contabilidad y gestión,"0,00"
,6230002.0,Servicios Fiscal - Laboral,"0,00"
,,nan,
,6230005.0,Servicios administración/legales/notarios,"0,00"
,,nan,
6290005.0,6230006.0,Otros Servicios Exteriores,"0,00"
,,nan,
,,nan,
,,nan,
,6250002.0,SEGUROS Y GASTOS POR SINIESTROS,"0,00"
,6290002.0,DESPLAZAMIENTOS/GASTOS DE VIAJE,"0,00"
,6290003.0,MATERIAL OFICINA,"0,00"
,,COMUNICACIONES,
,6280003.0,TELEFONO,"0,00"
,,TELEFONO MOVIL,
,,CORREOS,
,,GASTOS DIVERSOS,
,,COMISIONES TARJETAS,
,,Otros gastos de Representación,
,6290006.0,Otros gastos Diversos,"0,00"
,,nan,
,,Gastos Bancarios: Comisión Avales,
,6260001.0,Comisiones Tarjetas por venta,"0,00"
,6260101.0,Comisiones Bancarias Otras,"0,00"
,,nan,
,,nan,
,,nan,
,,nan,
,,nan,
,,PUBLICIDAD Y DECORACION,
6270026.0,6270001.0,PUBLICIDAD Y DECORACION,"0,00"
,,DECORACION: OTROS GASTOS,
,6270099.0,PUBLICIDAD: OTROS GASTOS,"0,00"
,,ALQUILERES,
6214001.0,6210000.0,Alquileres Local,"0,00"
,6210002.0,Alquileres Parking,"0,00"
,,Renting,
,,EBITDA,
,,TOTAL AMORTIZACION,
6812001.0,6800001.0,AMORTIZINMOVILIZADO INTANGIBL,"0,00"
6819000.0,6812000.0,DOTACION AMORT INST TECNICAS,"0,00"
6810000.0,6813000.0,DOTACION AMORT MAQUINARIA,"0,00"
,6815000.0,DOTACION AMORT OTRAS INSTALAC,"0,00"
,6816000.0,DOTACION AMORT MOBILIARIO,"0,00"
,6817000.0,DOTACION AMORT EQ INFORMATIC,"0,00"
,6818000.0,DOTACION AMORT ELEM TRANSPOR,"0,00"
,,PROVISIONES,
,,RESULTADO DE ACTIVIDAD,
,,RESULTADO EXCEPCIONAL,
,6700000.0,Pérdida de Inmovilizado,"0,00"
,7700002.0,Beneficios de Inmovilizado,"0,00"
,6780000.0,Otros Gastos Extraordinarios,"0,00"
,7780000.0,Otros Ingresos Extraordinarios,"0,00"
,,EBIT OPERACIONAL,
,,INGRESOS Y GASTOS FINANCIEROS,
7690002.0,7690001.0,Intereses Bancarios A FAVOR,"0,00"
6620004.0,6623001.0,Intereses Bancario EN CONTRA,"0,00"
6623003.0,6690002.0,Intereses Leasing,"0,00"
,,RESULTADO ANTES DE IMPUESTOS,
6301000.0,6300000.0,IMPUESTO DE SOCIEDADES,"0,00"
,,RESULTADO NETO,
